passage,condition,knowledge_cue,tokenized_passage,start,end,first_mention,recent_mention,setup_indices,exit_indices,manipulation_indices,return_indices,query_indices
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van. However, John needs to use the shovel again. John thinks the shovel is in the [MASK].",True Belief,Explicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', ',', 'Ġthen', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', ',', 'Ġand', 'Ġcomes', 'Ġback', 'Ġmoments', 'Ġlater', '.', 'ĠThen', ',', 'ĠKaren', 'Ġtakes', 'Ġthe', 'Ġshovel', 'Ġout', 'Ġof', 'Ġthe', 'Ġtoolbox', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'ĠJohn', 'Ġwatches', 'Ġher', 'Ġput', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', '.', 'ĠHowever', ',', 'ĠJohn', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġthinks', 'Ġthe', 'Ġshovel', 'Ġis', 'Ġin', 'Ġthe']",toolbox,van,Start,End,"(0, 39)","(40, 50)","(57, 98)","(51, 56)","(99, 105)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss and comes back moments later. Then, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van. However, John needs to use the shovel again. John goes to get the shovel from the [MASK].",True Belief,Implicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', ',', 'Ġthen', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', 'Ġand', 'Ġcomes', 'Ġback', 'Ġmoments', 'Ġlater', '.', 'ĠThen', ',', 'ĠKaren', 'Ġtakes', 'Ġthe', 'Ġshovel', 'Ġout', 'Ġof', 'Ġthe', 'Ġtoolbox', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'ĠJohn', 'Ġwatches', 'Ġher', 'Ġput', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', '.', 'ĠHowever', ',', 'ĠJohn', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġshovel', 'Ġfrom', 'Ġthe']",toolbox,van,Start,End,"(0, 39)","(40, 49)","(56, 97)","(50, 55)","(98, 105)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again. John thinks the shovel is in the [MASK].",False Belief,Explicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', ',', 'Ġthen', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', '.', 'ĠWhile', 'ĠJohn', 'Ġis', 'Ġaway', ',', 'ĠKaren', 'Ġuses', 'Ġthe', 'Ġshovel', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'Ġshe', 'Ġputs', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġtoolbox', '.', 'ĠThen', ',', 'ĠJohn', 'Ġreturns', 'Ġfrom', 'Ġthe', 'Ġoffice', '.', 'ĠHe', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġthinks', 'Ġthe', 'Ġshovel', 'Ġis', 'Ġin', 'Ġthe']",toolbox,van,Start,Start,"(0, 39)","(40, 50)","(51, 83)","(84, 99)","(100, 106)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again. John goes to get the shovel from the [MASK].",False Belief,Implicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', ',', 'Ġthen', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', '.', 'ĠWhile', 'ĠJohn', 'Ġis', 'Ġaway', ',', 'ĠKaren', 'Ġuses', 'Ġthe', 'Ġshovel', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'Ġshe', 'Ġputs', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġtoolbox', '.', 'ĠThen', ',', 'ĠJohn', 'Ġreturns', 'Ġfrom', 'Ġthe', 'Ġoffice', '.', 'ĠHe', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġshovel', 'Ġfrom', 'Ġthe']",toolbox,van,Start,Start,"(0, 39)","(40, 50)","(51, 83)","(84, 99)","(100, 107)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again. John thinks the shovel is in the [MASK].",True Belief,Explicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', ',', 'Ġthen', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', ',', 'Ġand', 'Ġcomes', 'Ġback', 'Ġmoments', 'Ġlater', '.', 'ĠThen', ',', 'ĠKaren', 'Ġuses', 'Ġthe', 'Ġshovel', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'ĠJohn', 'Ġwatches', 'Ġher', 'Ġput', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġtoolbox', '.', 'ĠHowever', ',', 'ĠJohn', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġthinks', 'Ġthe', 'Ġshovel', 'Ġis', 'Ġin', 'Ġthe']",toolbox,van,Start,Start,"(0, 39)","(40, 50)","(57, 98)","(51, 56)","(99, 105)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he leaves the shovel in the toolbox, then grabs his phone from the van. John goes to the office to talk to the boss and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again. John goes to get the shovel from the [MASK].",True Belief,Implicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', ',', 'Ġthen', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', 'Ġand', 'Ġcomes', 'Ġback', 'Ġmoments', 'Ġlater', '.', 'ĠThen', ',', 'ĠKaren', 'Ġuses', 'Ġthe', 'Ġshovel', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'ĠJohn', 'Ġwatches', 'Ġher', 'Ġput', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġtoolbox', '.', 'ĠHowever', ',', 'ĠJohn', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġshovel', 'Ġfrom', 'Ġthe']",toolbox,van,Start,Start,"(0, 39)","(40, 49)","(56, 99)","(50, 55)","(98, 105)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, she puts the shovel away in the van. Then, John returns from the office. He needs to use the shovel again. John thinks the shovel is in the [MASK].",False Belief,Explicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', ',', 'Ġthen', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', '.', 'ĠWhile', 'ĠJohn', 'Ġis', 'Ġaway', ',', 'ĠKaren', 'Ġtakes', 'Ġthe', 'Ġshovel', 'Ġout', 'Ġof', 'Ġthe', 'Ġtoolbox', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'Ġshe', 'Ġputs', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', '.', 'ĠThen', ',', 'ĠJohn', 'Ġreturns', 'Ġfrom', 'Ġthe', 'Ġoffice', '.', 'ĠHe', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġthinks', 'Ġthe', 'Ġshovel', 'Ġis', 'Ġin', 'Ġthe']",toolbox,van,End,End,"(0, 39)","(40, 50)","(51, 83)","(84, 91)","(100, 106)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, she puts the shovel away in the van. Then, John returns from the office. He needs to use the shovel again. John goes to get the shovel from the [MASK].",False Belief,Implicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', ',', 'Ġthen', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', '.', 'ĠWhile', 'ĠJohn', 'Ġis', 'Ġaway', ',', 'ĠKaren', 'Ġtakes', 'Ġthe', 'Ġshovel', 'Ġout', 'Ġof', 'Ġthe', 'Ġtoolbox', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'Ġshe', 'Ġputs', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', '.', 'ĠThen', ',', 'ĠJohn', 'Ġreturns', 'Ġfrom', 'Ġthe', 'Ġoffice', '.', 'ĠHe', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġshovel', 'Ġfrom', 'Ġthe']",toolbox,van,End,End,"(0, 39)","(40, 50)","(51, 83)","(84, 99)","(100, 107)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss, and comes back moments later. Then, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van. However, John needs to use the shovel again. John thinks the shovel is in the [MASK].",True Belief,Explicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', ',', 'Ġthen', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', ',', 'Ġand', 'Ġcomes', 'Ġback', 'Ġmoments', 'Ġlater', '.', 'ĠThen', ',', 'ĠKaren', 'Ġtakes', 'Ġthe', 'Ġshovel', 'Ġout', 'Ġof', 'Ġthe', 'Ġtoolbox', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'ĠJohn', 'Ġwatches', 'Ġher', 'Ġput', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', '.', 'ĠHowever', ',', 'ĠJohn', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġthinks', 'Ġthe', 'Ġshovel', 'Ġis', 'Ġin', 'Ġthe']",toolbox,van,End,End,"(0, 39)","(40, 50)","(57, 98)","(51, 56)","(99, 105)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss and comes back moments later. Then, Karen takes the shovel out of the toolbox to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van. However, John needs to use the shovel again. John goes to get the shovel from the [MASK].",True Belief,Implicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', ',', 'Ġthen', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', 'Ġand', 'Ġcomes', 'Ġback', 'Ġmoments', 'Ġlater', '.', 'ĠThen', ',', 'ĠKaren', 'Ġtakes', 'Ġthe', 'Ġshovel', 'Ġout', 'Ġof', 'Ġthe', 'Ġtoolbox', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'ĠJohn', 'Ġwatches', 'Ġher', 'Ġput', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', '.', 'ĠHowever', ',', 'ĠJohn', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġshovel', 'Ġfrom', 'Ġthe']",toolbox,van,End,End,"(0, 39)","(40, 49)","(56, 97)","(50, 55)","(98, 105)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again. John thinks the shovel is in the [MASK].",False Belief,Explicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', ',', 'Ġthen', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', '.', 'ĠWhile', 'ĠJohn', 'Ġis', 'Ġaway', ',', 'ĠKaren', 'Ġuses', 'Ġthe', 'Ġshovel', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'Ġshe', 'Ġputs', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġtoolbox', '.', 'ĠThen', ',', 'ĠJohn', 'Ġreturns', 'Ġfrom', 'Ġthe', 'Ġoffice', '.', 'ĠHe', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġthinks', 'Ġthe', 'Ġshovel', 'Ġis', 'Ġin', 'Ġthe']",toolbox,van,End,Start,"(0, 39)","(40, 50)","(51, 83)","(84, 91)","(92, 106)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again. John goes to get the shovel from the [MASK].",False Belief,Implicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', ',', 'Ġthen', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', '.', 'ĠWhile', 'ĠJohn', 'Ġis', 'Ġaway', ',', 'ĠKaren', 'Ġuses', 'Ġthe', 'Ġshovel', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'Ġshe', 'Ġputs', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġtoolbox', '.', 'ĠThen', ',', 'ĠJohn', 'Ġreturns', 'Ġfrom', 'Ġthe', 'Ġoffice', '.', 'ĠHe', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġshovel', 'Ġfrom', 'Ġthe']",toolbox,van,End,Start,"(0, 39)","(40, 50)","(51, 83)","(84, 91)","(92, 107)"
"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss, and comes back moments later. Then, Karen uses the shovel to tidy up some edges. When Karen is finished, John watches her put the shovel away in the van instead of the toolbox. However, John needs to use the shovel again. John thinks the shovel is in the [MASK].",True Belief,Explicit,"['John', 'Ġand', 'ĠKaren', 'Ġare', 'Ġworking', 'Ġon', 'Ġa', 'Ġbuilding', 'Ġsite', '.', 'ĠJohn', 'Ġis', 'Ġusing', 'Ġa', 'Ġshovel', 'Ġto', 'Ġspread', 'Ġcement', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġgrabs', 'Ġhis', 'Ġphone', 'Ġfrom', 'Ġthe', 'Ġvan', ',', 'Ġthen', 'Ġleaves', 'Ġthe', 'Ġshovel', 'Ġin', 'Ġthe', 'Ġtoolbox', '.', 'ĠJohn', 'Ġgoes', 'Ġto', 'Ġthe', 'Ġoffice', 'Ġto', 'Ġtalk', 'Ġto', 'Ġthe', 'Ġboss', ',', 'Ġand', 'Ġcomes', 'Ġback', 'Ġmoments', 'Ġlater', '.', 'ĠThen', ',', 'ĠKaren', 'Ġuses', 'Ġthe', 'Ġshovel', 'Ġto', 'Ġtidy', 'Ġup', 'Ġsome', 'Ġedges', '.', 'ĠWhen', 'ĠKaren', 'Ġis', 'Ġfinished', ',', 'ĠJohn', 'Ġwatches', 'Ġher', 'Ġput', 'Ġthe', 'Ġshovel', 'Ġaway', 'Ġin', 'Ġthe', 'Ġvan', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġtoolbox', '.', 'ĠHowever', ',', 'ĠJohn', 'Ġneeds', 'Ġto', 'Ġuse', 'Ġthe', 'Ġshovel', 'Ġagain', '.', 'ĠJohn', 'Ġthinks', 'Ġthe', 'Ġshovel', 'Ġis', 'Ġin', 'Ġthe']",toolbox,van,End,Start,"(0, 39)","(40, 50)","(57, 98)","(51, 56)","(99, 105)"
