layer,correct_prob,distractor_prob,log_odds,is_correct,item,item_id,condition,knowledge_cue,first_mention,recent_mention,question_id,question,correct_answer,distractor_answer,model_path,model_shorthand,n_layers,revision,stage,ingredient,step,tokens_seen
13,1.5809458770844054e-07,1.2105652545214431e-10,10.350891414519518,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,2.2819788372376773e-07,3.750909246918044e-10,9.248829339513053,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,9.143706654013475e-08,1.0012808395660868e-09,6.512860536527149,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,4.9287474470549145e-08,2.166375967788533e-10,7.829793607937985,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,6.461266797621412e-08,3.467614907819726e-10,7.541729547048815,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,9.666063945400232e-08,1.9752900358354427e-10,8.93472022597722,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,1.071559365033398e-07,2.1014855492798526e-09,5.672158432245085,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,8.337707666145351e-08,1.6274936893559062e-08,2.356998840434275,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,2.473069525225667e-08,1.9331204267533732e-10,6.9992274731671715,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,5.914775909585725e-09,3.3748349552084654e-10,4.131434656225528,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,1.0536307147866033e-08,8.173154963433662e-11,7.0102605041853225,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,1.0909010006538683e-07,4.557615668232613e-10,7.903025196536576,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
25,8.951420720908875e-08,1.0107029263383126e-09,6.468685760757131,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
26,2.454485205095127e-07,3.1309429273771366e-10,9.614607544812902,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
27,6.51937818223547e-07,6.630848996705362e-10,9.941325050448791,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
28,1.3110221162336771e-06,1.4502497193898962e-09,9.8201749677362,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
29,1.2180254949364813e-06,4.671210587906015e-09,8.026532129496589,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
30,4.825647166740927e-06,3.930533282363631e-08,6.9398535586445025,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
31,0.029859658619712025,2.8556964035822007e-06,13.352067440129623,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
32,0.01939069107347306,4.197647898624421e-06,12.173495443233822,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
33,0.01232343392369891,5.056723602266128e-06,11.250913774737182,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
34,0.025410122510963622,3.014676552426562e-06,13.041112488410613,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
35,0.003167745974756252,0.39239951660618494,-6.952722805430253,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
36,0.013391601560913641,0.819764376795116,-5.935808884037049,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.027558296512253444,0.9346933666364211,-5.083934538186262,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,0.5144373222148739,0.1000158409404774,2.3627667950276576,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.3921205753157392,0.08050041141509212,2.2842292832360838,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.20252496451997293,0.1509150335232285,0.4243632265015645,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,3,The person who put the wine in the garage was,David,Marta,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
0,2.0601911907540638e-16,1.106971020485773e-11,-15.713479699350339,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
1,1.2759761184041255e-15,6.228862607729188e-10,-18.897007897774376,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
2,2.4618961958811926e-14,2.02721385902661e-09,-16.329368834146955,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
3,2.0325158346773978e-13,7.427300201290717e-09,-15.157283678876396,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
4,1.534608398402817e-11,1.3794818788122357e-07,-13.133968329368557,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
5,1.6540249073464557e-10,5.2950912704098236e-08,-8.322530781965966,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
6,3.685839638468049e-10,1.0161704034368678e-07,-8.106933330844349,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
7,4.168599252960003e-09,5.512057927096007e-07,-7.046884553651859,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
8,1.5666021320341243e-08,1.264850190213053e-06,-6.335183884059574,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
9,1.8715275139435918e-09,5.153680523601604e-08,-4.783314944333504,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
10,1.2261370409265924e-08,1.0723813026957155e-07,-3.1286258328238006,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
11,1.156771497344363e-09,2.44028855077475e-08,-4.398875933484436,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
12,7.396636168209931e-11,7.45269106278442e-08,-9.976676428298942,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
13,5.0118116567749794e-11,1.1534590509502235e-07,-11.168346967849757,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
14,2.5601406621486837e-10,1.9399214844506167e-07,-9.565559468648036,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
15,5.780711501337158e-10,4.193382399410514e-08,-6.180723513597272,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
16,1.2525401764155934e-10,1.9497282839373274e-08,-7.282272392373561,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
17,2.8537154490914504e-10,5.24215306076838e-08,-7.521174180617693,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
18,7.035151858073716e-11,1.0783746619387189e-07,-10.581989317998097,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
19,4.6191695765976284e-10,5.8497734993752765e-08,-6.9846034443990055,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
20,8.79820201817936e-09,6.63167154891818e-08,-2.914091922415119,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
21,1.517818573971998e-10,2.0039258026126342e-08,-7.044685927443229,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
22,1.8528917677309626e-10,2.472804128814659e-09,-3.7382974508264226,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
23,1.3206493346524448e-10,6.450181530598991e-09,-5.610020412557748,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
24,5.438239441179723e-10,4.983004734313431e-08,-6.51773246106079,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
25,1.1050471867052128e-09,4.2087430948946565e-08,-5.251209568409654,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
26,3.7866026401591414e-10,8.533623812087218e-08,-7.81611066823534,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
27,5.431967626312639e-10,1.1835081466428829e-07,-7.767379040148061,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
28,2.211651469892368e-09,1.8271610600309947e-07,-6.368335947770492,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
29,4.681561661900042e-09,9.825982071892586e-08,-4.391539841529232,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
30,2.9803046683951296e-07,4.444104361204035e-07,-0.5764328750356688,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
31,3.802543980588814e-05,0.00013285612501972902,-1.8048279019211244,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
32,4.437905266490069e-05,9.326874674388528e-05,-1.0715148605255138,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
33,4.467324896741752e-05,8.202211497683547e-05,-0.8766017628231667,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
34,2.5315147210621335e-05,0.00030266086278271935,-3.579629352828111,False,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
35,0.5069003056699711,2.8197401738013866e-06,17.45578027735607,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
36,0.9098073040302183,9.561527152527825e-06,16.537960429562542,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
37,0.9879200166283011,1.3694100258698182e-05,16.138552143507194,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
38,0.6028391742159006,0.010907810195897674,5.788339763719232,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
39,0.31488786798715185,0.018103757232716334,4.120477125583561,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
40,0.3749116403356107,0.03488095786749011,3.4260390557387526,True,7,7_fb_1_s_e_ex,False Belief,Explicit,Start,End,4,The person who put the wine in the fridge was,Marta,David,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
0,7.610050006895668e-07,5.887215218055316e-06,-2.951607529943729,False,7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
1,1.779244523633202e-06,1.5868067200148876e-05,-3.156789711729094,False,7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
2,1.9455566524032757e-06,1.8716687600350327e-05,-3.266070239809736,False,7,7_fb_1_s_e_im,False Belief,Implicit,Start,End,1,"At the start of the story, the wine was in the",garage,fridge,allenai/OLMo-2-1124-13B,OLMO 2 13B,41,stage1-step596057-tokens5001B,stage1,,596057,5001B
